hour_of_day,day_of_week,month,is_weekend,patient_age,patient_sex,imd_quintile,comorbidity_count,previous_ed_visits_12m,re_attendance_72h,arrival_mode,pre_alert_received,chief_complaint,triage_category,news2_score,nhs_trust,ics_region,trust_type,bed_occupancy_pct,beds_available,staff_ratio,daily_ed_attendance,shift_total_arrivals,shift_ambulance_arrivals,ambulance_handover_delay_min,handover_breach_gt30min,wait_time_to_assessment_min,ed_los_min,boarding_delay_min,queue_length_estimate,capacity_pressure_index,patient_acuity_score,wait_equity_delta_min,deteriorated_in_ed,admitted,occ_x_triage,wait_per_staff,acuity_x_cpi,los_over_threshold,night_high_occ,ambul_handover_stress,is_winter,boarding_per_los
0.008495023,-0.20948048,0.6251605,0.12132166,-0.032315023,-0.20567173,0.057862505,0.08599474,0.047635596,0.009345795,-0.32016873,0.0049819713,0.035885394,-0.213934,-0.16434298,0.052776862,-0.16007115,0.056935556,0.3575191,-0.1764163,-0.38248459,-0.054728445,-0.16860513,0.00048510032,-0.4242142,0.067157835,-0.27735186,-0.79841876,-0.2653435,-1.5852473,-0.06490917,-0.5268685,-0.028431859,0.0032063136,0.05231247,0.058085408,-0.12288889,-0.2587896,-0.6894513,-0.00010376447,-0.050909806,-0.25588953,0.073484935
-0.00470859,-0.21285814,-0.11985235,0.10231683,-0.026634892,-0.17804015,0.08703042,0.05662975,0.021626877,0.008800487,-0.2689444,0.0071376627,0.01286699,-0.20254526,0.16827382,0.25149447,0.1709252,-0.66846484,0.036569875,0.49100184,-0.26889583,0.01758895,-0.14970574,0.02823247,-0.27051467,0.07534256,0.38971096,-0.24022676,0.72369426,0.4694563,-0.087069385,-0.56785077,0.011808613,0.0046830955,0.05469563,-0.027713342,0.1170832,-0.2760985,-0.4604629,-6.382335e-05,-0.0071644965,0.036785413,0.038563333
-0.07917726,-0.32340625,0.38501224,0.120673604,-0.051822532,0.0804031,0.03111949,0.06900191,0.053850047,0.007745881,-0.27446854,0.0057343794,0.0030130483,-0.3221968,-0.1575724,0.053463507,-0.16088073,0.022094987,-0.9634538,-0.15337908,-0.4202778,0.024391092,-0.15681757,-0.0051321303,-0.8709548,0.06566506,-0.19260776,-0.07888208,-0.8944358,-1.5059046,-0.14469935,-0.51289463,-0.055561095,0.0031371051,0.046868,-0.10640736,-0.06969211,-0.35618502,-0.0089053335,-0.00011880513,-0.05938702,-0.19092199,-0.115883775
-0.09980455,0.14798383,-0.33298808,-0.041044094,-0.032871675,-0.086856626,0.037348893,0.07375256,0.009814371,0.0034358592,-0.18223755,0.006155442,-0.15131502,0.1605654,-0.062270112,0.027162831,0.20821114,-0.4135923,-0.2018614,-0.09544261,3.4991715,-0.022033418,-0.11160347,-0.04222876,0.049030017,0.07269433,0.1900654,0.005377597,-0.3366953,-1.0943804,0.12245698,-0.23141545,-0.02418984,0.002884476,-0.119546734,-1.9857876,0.55963004,0.0756079,-0.0915425,-0.00061645085,-0.006924876,-0.0071017337,-0.025635991
0.011160213,-0.14863354,-0.13754797,0.10063534,0.012350521,0.044869658,0.070641965,0.06427972,-0.2654856,-0.15666498,0.22712384,-0.26567984,0.011339009,1.9313042,-0.32232025,0.14198878,0.07896274,-0.36698928,-0.9141585,-0.06687245,-0.16023444,-0.009737626,0.0045109233,0.025849916,-0.9566401,0.06436331,-0.31907764,0.7348492,-0.016121278,-0.4064101,-0.057370845,0.7443699,0.078463815,0.0034535846,0.049969614,-0.7279163,-0.100154415,0.52839935,1.0673022,-0.00010531429,-0.0036603687,0.0171402,0.018639771
-0.0010495769,-0.14969955,-0.17424178,0.10105896,0.024484377,-0.1268345,0.05460951,0.06275433,0.0026251755,0.0062079704,-0.26131168,0.005478293,0.0021159153,-0.17794444,0.19481033,0.080135494,0.20284733,-0.5070588,-0.37009305,0.1719516,-0.008235371,0.010116044,0.13257407,-0.005164421,-0.6980851,0.069217,0.15991108,-0.10153605,-0.9630733,2.6551528,-0.09397,-0.8192069,-0.06311808,0.0036158534,0.04988104,-0.12865975,-0.12956075,-0.39599735,-0.24486448,-7.479894e-05,-0.007775634,0.02464429,-0.1740393
-0.23027475,-0.06555911,-0.23778713,0.09814876,-0.012592027,0.022496648,-0.11187492,-0.15098396,0.0060087508,-0.17422077,-0.22883826,0.0066547766,0.035972707,-0.35517165,0.1847871,0.17576514,0.1762589,-0.4421958,-0.12514131,-0.3259804,-0.034081306,0.03429725,0.288488,-0.029037517,-0.8263742,0.07392783,-0.20620883,2.6475065,-0.14047487,-1.16654,0.03705591,-0.09639092,-0.02295941,0.004235959,-0.09989663,-0.05116622,-0.19308439,0.025630616,2.8897743,-0.001716189,-0.0052486677,-0.015707731,0.012739897
0.0031295042,-0.18484883,0.053122226,0.101522855,0.020255342,0.07767089,0.06531525,0.07950257,-0.2293042,0.0066208686,-0.2484897,0.005791317,-0.046283606,0.18923782,0.17995767,-0.23993146,-0.022724543,0.13365212,-0.7034987,0.22370702,-0.2954503,-0.0504015,0.23319203,0.0023470668,-0.74086756,0.06573508,-0.44663218,0.09270069,-0.64754564,2.9332995,0.124702215,-0.41592497,0.1373014,0.0021783805,0.033321574,-1.9101715,-0.22239064,-0.024340965,0.12055446,-2.6595359e-05,-0.0068396516,-0.003360403,-0.098225504
0.008770639,-0.17210367,0.10130972,0.100047104,0.0019873234,-0.115669034,0.008788296,-0.060960423,0.055356584,0.0036542327,0.18687977,0.011099182,-0.17156956,0.03584496,0.11425828,0.16269068,0.11444351,-0.43456563,-0.82768595,0.20321149,2.8139596,-0.015748778,-0.11770912,0.041563936,-0.73859566,0.06719474,-1.2488046,-0.060257237,-0.22321317,-1.1909251,-0.27681997,-0.17389761,-0.028681584,0.0030159166,0.030329717,-1.5700912,-0.07022385,-0.48173478,-0.19422653,-0.000111187284,-0.037936732,0.32394326,0.029810775
0.027574468,-0.48828405,0.52100444,0.077850915,0.0413979,0.11192519,0.017899808,0.078998126,-0.0016922007,0.0065197614,0.23927157,0.014292847,0.030290522,0.26551023,-0.084929526,0.22889194,0.18069102,-0.5193066,-0.86170983,-0.15098716,-0.18362054,-0.010912005,0.35850215,-0.08499742,-0.7249596,0.06252924,-0.17255837,-0.22818501,-0.76970005,-0.23569748,-0.036078073,-0.19469665,0.011466848,0.0025021539,0.051391106,-1.798128,-0.14123952,0.045206252,-0.43872097,-8.4400584e-05,-0.058692943,-0.1472502,-0.14175016
0.031780533,-0.23084794,0.65939134,0.12228357,0.00019804243,0.16123568,0.026280908,0.019395316,0.028103352,0.010670123,0.35910589,0.02358313,0.09262952,0.28458443,0.18491125,-0.00018140196,-0.19796808,0.14873742,0.5377965,-0.17359409,-0.2501032,0.03060241,0.020095523,-0.06139761,0.27791634,0.050299533,-0.1174258,0.039298467,0.16095792,-1.1565231,0.053611174,-0.27351204,-0.035278138,0.0034805967,0.08002793,-1.0304785,-0.08818915,0.025619227,0.20435704,-0.00011019681,-0.039119307,-0.16241427,0.04569285
-0.06622777,-0.027836483,-0.31048587,-0.037710726,-0.039075214,-0.14878243,0.014281314,0.068696864,0.020930756,0.003727508,-0.25760192,0.0058179456,0.043327045,1.1256951,-0.38612926,0.21436083,0.1611627,-0.4957414,0.12462074,-0.19663943,-0.4670058,0.048004445,-0.14131136,0.016971005,-0.65340686,0.07974991,-0.3640176,-0.77216583,-0.5120723,-1.336656,-0.10294955,0.5579192,-0.017404629,-0.16973677,0.039028108,-1.1768742,-0.15390177,0.2524177,-1.3497052,-9.320183e-05,-0.011095157,-0.037228916,-0.013168519
0.04570035,0.13675293,-0.108521394,-0.044752408,-0.013078879,0.14390515,-0.043693475,0.08409925,-0.22817762,0.009179076,0.28355613,0.022794621,0.04064483,0.24888332,0.1788708,0.2296784,0.12657334,-0.5407921,-0.18088327,-0.26731443,-0.35183996,0.010855214,-0.13069925,0.0040349257,-0.73533976,0.07381424,-0.011853685,-0.3274664,-0.3601086,-1.6110904,-0.12588523,-0.3722821,0.027240865,0.0059723933,0.07219283,-1.9854491,-0.08568463,-0.14908062,-0.4522269,-0.00013603548,-0.0085414825,-0.025477765,-0.009031019
-0.025795868,-0.27586767,0.45513615,0.12666884,-0.0323212,-0.13820156,0.056591995,0.05435201,0.028571082,0.01013496,0.06950353,0.00848784,0.0048388396,-0.08324954,-0.18380603,0.22924182,0.1460655,-0.5514926,0.5409055,0.3459316,-0.18811537,0.03500005,-0.15298936,-0.023608133,2.0084765,0.037992742,0.123529464,-0.1488337,0.20254967,1.615575,-0.06337005,-0.4122323,-0.033208754,0.0030164632,0.04604175,0.67154086,0.05779306,-0.15359336,-0.49879003,-4.2259584e-05,-0.052898273,-0.11075976,0.09155918
-0.004748788,-0.13563643,-0.16585302,0.095373414,0.013392305,0.07629565,0.06139343,-0.109816216,0.017454261,0.004614581,-0.26029798,0.0063685626,-0.07529764,-0.38496986,0.11595218,-0.34051973,-0.06477342,0.17651972,-1.0470216,0.3779878,-0.22347344,0.026906889,-0.26410243,0.014327878,-1.1984681,0.07798069,-0.14306332,0.37501782,-0.3302193,-1.309678,-0.18675332,-0.44523007,-0.023004366,0.00521725,0.03010022,-0.16242953,-0.15416376,-0.36210182,0.3720555,-0.00012001951,-0.009486023,0.0272633,-0.012494313
0.019133756,-0.08789258,-0.2787127,0.108211994,-0.011924209,-0.09249693,0.020392949,0.08848542,0.010021882,0.007909019,-0.20030335,0.005239271,0.019649742,-0.3449825,-0.19594279,0.13047674,0.15723775,-0.48941588,-0.8680363,0.17414428,-0.53415614,-0.15012443,-0.11148365,0.011241301,-0.8201989,0.077749975,-1.1415869,-0.29166737,-0.40419373,-0.5844762,0.10868136,-0.5989985,-0.07228834,0.0032487798,-0.16959727,0.056789175,-0.29871517,-0.12831384,-0.6307634,-6.482498e-05,-0.011678608,0.013974114,-0.00044969015
-0.0003403401,0.19309746,-0.12847078,-0.033344373,-0.05368953,0.0889532,0.03597083,-0.045466475,-0.2103361,0.0050750123,-0.29468015,0.00570885,0.032470416,-0.4581457,0.016505878,0.0070279874,-0.14270246,0.08755926,0.39124948,-0.24635935,0.067638785,-0.06323719,-0.03815042,-0.0024966965,-0.7672578,0.078985795,0.07520601,0.30919328,-0.9709439,-1.6854521,-0.08440317,0.23749098,-0.026664585,0.006670732,-0.22877021,0.15763305,-0.2717875,0.038687497,0.41388494,-0.00026403868,-0.008871993,0.00087805785,-0.073190235
-0.22028795,-0.19621333,-0.043415803,0.09743678,-0.042178635,-0.15439846,-0.09406898,0.07684329,-0.2473521,0.006196101,-0.3207632,0.0060674525,0.08544849,0.21334913,-0.051593147,0.010411947,-0.17497195,0.10707583,-0.12938036,-0.023873199,1.2350907,0.016937498,-0.06850715,-0.003538039,-0.5448338,0.0713927,0.06946809,-0.7133472,0.0182504,-0.9750203,0.07094501,-0.22350173,0.07027549,0.0022883608,0.056839503,-1.5236387,0.26331452,0.20512864,-0.533062,-0.0005885944,-0.0364775,0.15517808,0.026878105
0.03769044,-0.12766464,-0.33236575,0.09701298,-0.012170958,-0.14942846,0.053137396,0.06944436,0.019151347,0.0073340354,-0.25562495,0.005017947,0.050757207,-0.7355553,0.1715789,0.111042194,0.047927983,-0.43260473,-1.1068006,-0.29810932,-0.3411994,0.007884018,0.07010334,-0.047088526,-0.3744507,0.08147824,-0.5586481,-0.2968107,-0.032870788,-1.5167949,-0.021018116,-0.5394724,-0.10957802,0.004383966,0.039886203,0.92449695,-0.12850997,-0.36908907,-0.7339817,-0.00013538764,-0.009708343,0.005789089,0.027827289
0.018282333,-0.11863668,-0.21772811,0.091957405,0.026468461,0.058461607,-0.116149835,0.08323222,0.039840862,0.005629015,0.35994107,0.01835975,0.02512907,-0.37998116,-0.30765578,0.17238176,0.16660403,-0.5059437,-1.1195538,-0.118880875,0.08227695,0.048852526,-0.046894692,-0.023155335,1.8778592,0.04872482,-0.006651104,1.38476,-0.78193885,-1.28507,-0.09533853,0.07818831,0.0772685,0.0050513516,0.051931098,-0.014526373,-0.13811582,-0.13416293,1.5080006,-0.00025558396,0.21888006,-0.28983438,-0.049839865
0.03182913,-0.2661775,-0.29612297,0.09379549,-0.0028245072,0.13006002,0.082351185,0.043516394,0.038939774,0.0075156875,0.22643915,0.011496081,-0.10419238,-0.22212645,-0.25195068,0.09980668,0.07658279,-0.4098658,-0.3897858,-0.16645549,-0.3331547,0.0019254372,0.344698,-0.06512584,0.010582346,0.06929901,0.6854162,-0.16914074,-0.79579616,2.5487614,0.8070277,0.45409915,-0.12173247,0.0021260655,0.08704839,0.102871574,0.3628459,0.37175646,-0.22066192,-0.00030809335,-0.0067910305,0.016414667,-0.14492455
0.0115136625,-0.2365831,-0.35668385,0.094379924,-0.00586618,0.057498697,-0.10227332,0.08481248,0.05167021,0.004165412,-0.2209236,0.0053628758,0.0056725424,-0.29739773,0.18464693,-0.39194024,-0.048433904,0.16968837,-1.2150003,-0.27826414,-0.21802369,0.011161288,-0.05500086,-0.0015593559,-1.0307225,0.07285437,0.68230635,0.17684972,-0.1303789,-1.579413,-0.09517381,-0.82757604,0.18930204,0.004978852,0.056453276,-0.20970522,0.15402544,-0.38426596,0.25940448,-0.00025399355,-0.007408322,0.00947429,0.014906865
-0.114503086,0.2317431,-0.19638392,-0.03067588,0.0148300985,0.098673716,-0.028781045,-0.07668679,0.034867436,0.007859987,-0.30860808,0.0051835477,0.031655483,-0.21017325,0.11804329,-0.86547464,0.35341042,0.21991807,-0.32140684,-0.19716877,-0.14527455,0.014364461,0.37806565,-0.022195982,-0.26262063,0.070681065,-0.16624478,-0.37498012,-0.5416007,0.73266464,-0.014751111,-0.38610476,0.070518225,0.002896869,0.045588966,0.00039601064,-0.12397751,-0.13898593,-0.7017245,-0.00025724672,-0.008529481,-0.18422474,-0.029958425
-0.008917817,0.18093175,-0.19923586,-0.046421032,-0.044529133,0.11848438,0.013842457,0.10331323,0.041443598,0.009760667,0.29250187,0.014943455,-0.048817594,0.1878912,-0.29113293,-0.519881,-0.087384716,0.1900181,-0.13665186,0.24473923,-0.3804784,-0.029000778,-0.07436727,0.007314197,-0.35485753,0.06767082,-0.70797205,-0.8038556,-0.7735986,0.6901596,-0.0024018204,0.01583465,0.07003489,0.0054964507,0.07888708,-1.4550788,-0.30939794,0.16512038,-0.6362916,-4.6254387e-05,-0.006340867,-0.0186709,-0.12735505
0.037788622,0.16156176,-0.033972573,-0.032998372,0.009394111,0.07818468,0.06435285,0.0138348555,0.0448369,0.0050375387,-0.26056638,0.005631704,-0.13139087,-0.33605912,-0.12553051,0.047895826,0.15994951,-0.48182088,-0.99700755,-0.22269349,-0.25233775,0.0018362326,-0.15470004,0.015802365,-0.1236502,0.07773071,-0.5632403,-0.41871387,-0.591752,-1.5619671,-0.10465127,-0.074689984,-0.053343493,0.0039928025,0.03752582,0.10381164,-0.27970344,-0.25084242,-0.741072,-0.00017441658,-0.013811559,-0.028302873,-0.038757794
0.013489081,-0.2537842,-0.16259427,0.1015578,-0.041432146,0.091669574,0.07079608,0.014195466,0.026645701,0.010982278,-0.3147121,0.00655718,-0.030544087,-0.23507826,-0.1432666,-0.07992554,-0.2069303,0.13461001,0.13381694,0.28203386,-0.48539314,-0.0013762331,-0.09153739,0.03261475,0.23494494,0.071883366,0.3149021,-0.38592264,-0.13593526,1.0013788,0.03577763,-0.055057082,-0.038524996,0.0051535256,-0.32167605,0.20810668,0.28402632,0.028865106,-0.6573712,-2.0779873e-05,-0.0062668812,0.04512581,0.01876796
0.010845459,-0.121808134,-0.21142179,0.09454468,-0.056442432,0.07957549,0.023088984,0.030820452,-0.025934473,-0.2562228,-0.27191103,0.0065204687,0.049122553,-0.5367944,-0.24509089,-0.7814848,0.40208748,0.1947242,0.16135824,-0.553886,-0.5517872,0.0079858275,-0.049957316,-0.013219879,-0.65154445,0.08105585,-0.44992232,0.21229194,-0.5572875,-1.3826568,0.09029699,0.41940105,0.025645273,0.004166226,0.06247577,0.04728975,-0.09026802,0.36213428,0.36862916,-0.0002356793,-0.0060965545,0.028007014,-0.036567863
-0.124173276,0.14550325,-0.13283734,-0.03353959,-0.006005913,-0.13368195,0.0058325385,0.04768546,-0.015346402,0.0065717236,0.3149441,0.013828324,0.026391013,-0.58247507,0.15164472,0.18682548,0.12280016,-0.51329666,-0.9469223,0.27097327,-0.06781644,0.028997215,-0.17753822,0.034199677,-0.2804311,0.06837184,0.6379408,-0.25753227,-0.3345575,-0.27395773,-0.03871278,-0.49165305,0.034631185,0.0041721864,-0.16437285,0.9318515,-0.011158143,-0.38140503,-0.42729428,-0.00010913011,-0.006876069,-0.03297449,0.007175299
-0.21240109,-0.4343579,0.37672594,0.08524688,-0.0017972002,-0.18059331,0.057553075,0.04737899,0.03210809,0.0061129807,-0.28326058,0.005028806,0.05632315,-0.17579909,0.13345815,-0.49767038,0.054360278,0.14597744,0.61382365,-0.39697972,-0.24235697,-0.042872023,0.3239182,-0.039527167,0.2607036,0.07281234,0.84374756,0.11980121,0.17707413,-1.290235,0.019558776,-0.8824126,-0.033802085,0.0015738466,0.039223425,0.22862239,0.2737455,-0.22445115,0.22613966,1.0381264e-05,-0.032445416,-0.09354883,0.016449481
0.024430215,-0.18175378,-0.14829901,0.0867439,-0.0005281341,0.08426482,0.036044464,0.09970573,0.022955306,0.0032378973,-0.18381895,0.0043892656,-0.2121177,-0.27698663,-0.18417417,0.12700985,0.011984748,-0.24556024,-0.1479364,-0.112042226,3.9180882,0.056401994,-0.05511652,-0.034185108,-0.5544353,0.069216266,0.6109093,0.001675221,-0.20608543,-0.92269236,0.16473639,-0.57039076,0.041713726,0.002902825,0.05011305,-0.048767854,0.7711217,-0.06092297,-0.01737989,-0.0006587158,-0.005280495,0.040091377,0.052886903
0.0470254,0.15750106,-0.32963428,-0.06549615,-0.11117286,-0.19974005,0.03141515,-0.0021561175,0.043175418,0.0058072186,0.21714781,0.015127544,0.018311497,1.1590533,-0.11819772,-0.91643167,0.38704106,0.21444115,-0.07461835,-0.22305156,-0.36698112,-0.0020594092,-0.12669818,0.058925364,-0.15401737,0.07305501,-0.4385651,-0.8235614,-0.43704048,-1.4136622,-0.1139412,0.67531896,-0.05068453,0.0052721645,0.062321346,-1.1564438,-0.29122812,0.2584927,-1.0383617,-8.987347e-05,-0.011870649,-0.016684657,-0.0016086204
0.013331231,0.20461138,-0.03717934,-0.019481355,0.01979921,0.06670765,0.054386105,0.06603741,0.002137699,0.007821671,-0.24379645,0.005155504,-0.17888351,-0.16281432,0.16753833,0.09134986,0.06301055,-0.45939556,0.37065977,0.1972912,-0.42250738,-0.036512338,-0.40808815,-0.0419641,-0.03936257,0.07012334,0.14908563,-0.64603174,0.4507299,-0.5860342,0.026250757,-0.8442719,-0.117352195,0.0014252525,-0.17209996,-0.11894635,0.14078273,-0.31581798,-0.664467,-0.00046503852,-0.034030236,0.26885378,0.023294333
-0.016564993,-0.29789132,-0.1617937,0.10313588,-0.015573377,-0.11071945,0.042163756,-0.06385858,0.029858086,0.0068706535,-0.24632938,0.0047579226,-0.10765654,-0.30735034,-0.032443576,-0.7035805,0.284785,0.1541433,0.16312647,0.16019091,-0.2776474,0.018081997,0.004756714,-0.022459492,0.28996184,0.07497338,0.69276637,0.29870945,-0.43156657,0.60683507,-0.012937636,0.10893659,-0.066473454,0.0046130135,-0.26679522,0.02991561,0.28321514,0.10129252,0.30662325,-0.00012310351,-0.005398042,0.014729735,-0.019728057
-0.03129901,-0.17177053,0.093866736,0.10596797,0.062252317,0.07712754,-0.05599952,0.04604311,-0.033418313,0.0036845352,0.07778174,0.0053329053,0.019865463,-0.25886342,-0.1455009,0.10845779,-0.27715695,-0.4034938,-0.13123162,-0.362075,0.046407346,-0.14948763,-0.17595074,-0.009601381,1.8708246,0.075068556,-0.47927263,-0.6616908,-0.35894528,-1.2030567,-0.14530222,-0.4285555,0.037134897,0.0031668113,0.03196842,0.0056043635,-0.24514581,-0.36305624,-0.6810376,-9.665245e-05,-0.06439284,0.3800573,0.005995522
-0.002532369,0.18126303,0.46694908,-0.041204542,0.020700391,0.043350726,0.08969577,0.053878773,0.042969197,0.0068589565,0.26079807,0.010130418,-0.097178094,0.0952984,-0.3166523,-0.32691416,-0.045800626,0.15682383,0.60853595,0.0052992944,-0.16909185,0.02198684,-0.36657035,-0.026011977,0.11315285,0.049203485,-1.1080585,-0.015774984,0.27287003,-1.4579074,-0.0778716,-0.014914256,-0.028347952,0.0030299728,-0.21490668,-1.4372406,-0.35084704,-0.06405606,0.08740621,-0.00019603675,-0.04148686,-0.12901074,0.019130055
-0.088551454,0.043320023,-0.3822363,-0.055854704,-0.039433263,0.09620793,0.0112692835,0.0766716,0.0151577145,0.0065510087,0.24399005,0.017075751,0.025679002,0.12489088,0.15529527,-0.3569864,0.07457801,0.15096511,-1.017262,-0.24128023,-0.410228,0.03225772,-0.12559214,-0.02401929,-1.2347271,0.07301002,-0.45054218,0.46455896,-0.83927786,-1.3767747,-0.1291176,-0.37205613,0.046686165,0.0061162394,0.058066096,-1.8422133,-0.1609792,-0.40037495,0.50651944,-0.00026154646,-0.010608795,-0.052485812,-0.098381676
-0.21786334,-0.13491757,-0.34875423,0.10359354,-0.018469049,0.09237565,-0.07245714,0.08332725,-0.014625895,0.009531658,0.46800092,0.01877945,-0.11513073,0.22358838,-0.033577245,0.05664859,0.14555252,-0.71305126,0.4535417,0.1372834,-0.37406868,0.010407579,-0.07979062,-0.0012592061,1.6602867,0.008672111,-1.0780522,-0.23160654,0.3180109,-0.19163606,-0.024160815,-0.1596936,0.048424147,0.0035818284,0.05314209,-1.3622323,-0.25877756,0.034986824,-0.30908608,-0.00062830636,0.13863574,-0.3652541,0.0054821745
0.017847365,-0.10015481,-0.2806415,0.088987455,0.021138292,-0.17473358,0.004608524,0.06097255,0.04121466,0.009391866,-0.23028634,0.0056984625,0.028499302,-0.27936885,0.16897385,0.01349764,0.17656904,-0.5660148,-0.37919578,-0.34618556,-0.45642036,-0.072714746,-0.13951454,-0.005617375,-0.41804224,0.08012596,0.73406875,-0.030062905,-0.014422981,-1.4105233,-0.01816862,-0.7928309,-0.021051276,0.003878978,0.05313393,-0.2023525,0.42604125,-0.2937874,0.11640661,-0.00029461813,-0.0053127715,0.031955067,0.022205256
-0.016909027,-0.09508617,-0.30702946,0.09019047,-0.09316584,0.10578023,0.039800648,0.045085102,0.018753428,0.00598015,-0.35070214,0.006307489,0.03287297,0.29295656,0.025253575,-0.4521025,-0.07071214,0.17313907,0.6612015,-0.121667884,-0.038327213,0.0371261,-0.20625624,0.06300633,2.3732831,0.0002213369,0.4279114,-0.26411667,0.3719884,-1.3285952,-0.2259218,0.10460141,-0.055341486,0.004988773,0.035218775,-1.3007058,-0.051948242,-0.25572082,-0.47468278,-8.985776e-05,0.026861109,-0.018075213,0.0070593483
0.03642862,-0.12735705,-0.3280617,0.094132565,-0.037341416,0.06857904,-0.12899205,0.11145952,-0.0015745678,0.002942576,-0.28706118,0.006514652,0.027821137,0.18854283,-0.41260052,-0.40269795,0.06774636,0.14804965,-0.8801318,-0.30020803,-0.15285812,-0.050163142,-0.11940292,-0.044717606,-0.3754728,0.07842174,-0.081747584,-0.35615715,-0.8809197,-1.4190537,-0.10133484,0.44167045,0.082797185,0.005089216,-0.1675634,-1.2552978,-0.23798126,0.071269065,-0.7625418,-7.803838e-05,-0.013338486,-0.019561246,-0.083813205
-0.032378506,-0.12796073,-0.20566925,0.10184145,0.009022994,-0.14233758,0.08447355,0.07848775,0.028872106,0.0038161306,0.22310968,0.0097373435,0.038185563,-0.28793514,0.16289878,0.1396517,-0.13683826,-0.36984733,0.08769349,-0.16850391,-0.07625809,0.043421224,-0.03379806,0.029147059,0.051596355,0.07125281,0.86643595,0.23354939,-0.14624172,-1.1312015,-0.07911459,-0.8944926,-0.06558322,0.005640479,0.061670255,-0.12293647,0.0650031,-0.313254,0.25532633,-0.00014318178,-0.005861746,0.018490262,-0.010087711
0.0006373754,0.30324477,0.64696944,-0.011259835,0.060246356,0.08184273,0.048627682,-0.084638834,0.031757142,0.0073675425,-0.2617185,0.0047544786,0.0333044,0.15915768,-0.12708394,-0.05305205,-0.19413896,0.11014866,0.6252203,-0.21893533,-0.2043485,0.0023670967,-0.20381932,0.019841094,-0.3885975,0.07347937,0.1813724,-0.040845383,-0.044433232,-1.5490686,-0.0046896166,0.37966445,-0.024683414,0.004362651,-0.2525916,-1.1796703,0.08572912,0.21075553,0.00816907,-7.611758e-05,-0.035778545,-0.1737324,0.028674014
-0.080089174,-0.096127994,-0.080354206,0.101293355,0.010316707,-0.14939067,-0.05573802,0.124782205,0.030025402,0.0065184883,-0.34965008,0.006983236,0.044530414,0.24890071,-0.35873893,0.23419951,0.16189604,-0.569934,0.08890027,0.0038008313,-0.11714797,0.006767453,0.27215052,-0.031980842,0.03435718,0.07246257,-0.4314406,-0.22512989,-0.37835923,3.0821729,0.084202416,-0.024101095,0.07962392,0.003554954,0.03940104,-1.4556968,-0.13937654,0.15867318,-0.5712076,-1.6123748e-05,-0.0076403143,-0.014928324,-0.022569753
0.023575295,0.33370098,0.52572924,-0.021475922,-0.03783225,0.042446047,0.0058894795,0.0659849,0.024620555,0.0104933055,-0.34256485,0.005311679,-0.20859683,-0.22354172,0.17777404,-0.064063914,-0.16947566,0.07592058,0.33216897,0.2343735,-0.47957373,0.032482557,-0.31659344,0.01887978,1.3455042,0.0063682627,-0.013644481,0.65137184,0.26778707,-0.078316085,0.034275055,-0.7616945,0.02460094,0.0018855024,-0.100665204,-0.07807673,0.15525754,-0.29270568,0.88215023,-0.00019649557,-0.03793619,-0.098657995,0.01910265
-0.06826544,-0.20831653,0.44722572,0.12328371,-0.11925913,0.121302366,0.033349805,-0.008067977,0.028903352,0.0040300936,-0.2676809,0.0069617634,-0.0058624875,-0.26985642,0.12298243,0.257872,0.18170726,-0.5499863,0.65594333,-0.0644562,-0.0063280915,-0.007381744,0.01979426,0.02513047,0.15898675,0.070454404,-0.6064998,-0.049760886,0.84277487,-1.2484885,-0.097538576,-0.7838738,-0.12979327,0.0035032989,0.045824308,0.90547734,-0.44468224,-0.45452085,-0.013631838,0.0027436744,-0.033064492,-0.07973658,-0.02411787
0.04143546,-0.11913913,-0.285422,0.09454473,-0.035160773,0.10738535,0.046565644,-0.0880823,0.039856788,0.009203007,-0.24950726,0.005903214,0.0631073,-0.30067745,0.13786104,0.102190204,-0.12305326,-0.3905241,0.1798245,-0.14810307,-0.26391461,0.0003387425,0.07083913,-0.024848964,0.11653038,0.07586562,0.567897,0.50533587,-0.31083512,-0.19990179,0.016854677,-0.39305577,-0.08157625,0.0042057377,0.0516031,0.020197647,0.20536128,-0.022661457,0.6390443,-0.000108697815,-0.0061262916,0.028353056,-0.03498555
-0.04333754,0.05770258,-0.056539796,-0.063000344,0.04774697,0.13301869,-0.12282053,0.07225103,0.059009194,0.008049591,0.38632163,0.018006759,-0.0057940804,-0.2771761,0.1761927,0.0838361,-0.199717,0.11375483,0.43433353,-0.15515704,-0.0068899156,0.02309216,-0.15474612,0.0036943813,-0.4165951,0.07075563,-0.6031243,-0.3623257,-0.3592271,-1.4819485,-0.24185054,-0.7805735,0.10397462,0.0065184385,0.06303223,0.10088754,-0.42241278,-0.49926934,-0.4925054,-0.0001265564,-0.009728069,0.016630512,0.0035272092
-0.03568672,-0.13174447,-0.0637113,0.09377809,0.034627154,0.08615908,0.034789566,0.06331695,-0.25733832,0.005787181,-0.2797608,0.007985891,0.054458097,-0.6986793,0.15118767,0.023140527,-0.15820247,0.07708179,-1.1715732,-0.277569,-0.42684603,-0.03336442,-0.19629923,0.045297343,-1.139541,0.079857305,-0.12117608,-0.36674815,0.054717544,-1.3879813,-0.077022895,-0.52897036,-0.073508665,0.004879701,0.03996053,0.9016289,0.04995253,-0.42162958,-0.5177945,-0.0001299215,-0.008403645,0.03053764,0.08390768
